game_id	period_id	event_id	time	raw_time	team_text	team_score	opponent_score	score	opponent_text
4002641	0	0	15:00	15:00	Austin Ambrose at goalie for REIN-M.	0	0	0-0	
4002641	0	1	15:00	15:00		0	0	0-0	Garry Robinson at goalie for SU-M.
4002641	0	2	15:00	15:00	Faceoff Grant Sufferling vs Joshua Skinner won by REIN-M (on faceoff violation).	0	0	0-0	
4002641	0	3	14:26	14:26		0	0	0-0	Turnover by SU-M Aswan Bland (caused by Jaylin McCray).
4002641	0	4	14:12	14:12		0	0	0-0	Clear attempt by SU-M good.
4002641	0	5	13:24	13:24		0	0	0-0	Shot by SU-M Alex Malinowski HIGH.
4002641	0	6	13:23	13:23	Clear attempt by REIN-M good.	0	0	0-0	
4002641	0	7	13:23	13:23	Turnover by REIN-M Justin Wells.	0	0	0-0	
4002641	0	8	13:23	13:23		0	0	0-0	Ground ball pickup by SU-M Brooks Mischel.
4002641	0	9	13:23	13:23		0	0	0-0	Shot by SU-M Jordan Getz, SAVE Austin Ambrose.
4002641	0	10	13:23	13:23		0	0	0-0	Shot by SU-M Matt Kristiansen, SAVE Austin Ambrose.
4002641	0	11	13:23	13:23	Ground ball pickup by REIN-M Dillon Thompson.	0	0	0-0	
4002641	0	12	13:23	13:23	Turnover by REIN-M Justin Wells (caused by Michael Santry).	0	0	0-0	
4002641	0	13	13:23	13:23		0	0	0-0	Ground ball pickup by SU-M Michael Santry.
4002641	0	14	09:43	09:43		0	0	0-0	Turnover by SU-M.
4002641	0	15	09:13	09:13	GOAL by REIN-M Jeff Mathis (FIRST GOAL), Assist by Justin Wells.	1	0	1-0	
4002641	0	16	09:13	09:13		1	0	1-0	Penalty on SU-M Michael Williams (SLSH/1:00) Extra-man opportunity.
4002641	0	17	09:13	09:13		1	0	1-0	Faceoff Grant Sufferling vs Brandon Lutes won by SU-M (on faceoff violation).
4002641	0	18	09:03	09:03		1	0	1-0	Ground ball pickup by SU-M Aswan Bland.
4002641	0	19	08:45	08:45		1	0	1-0	Turnover by SU-M Aswan Bland.
4002641	0	20	08:40	08:40	Turnover by REIN-M (caused by Zachery Dirkse).	1	0	1-0	
4002641	0	21	08:33	08:33		1	0	1-0	Ground ball pickup by SU-M Zachery Dirkse.
4002641	0	22	07:54	07:54		1	0	1-0	Shot by SU-M Jack Currier, SAVE Austin Ambrose.
4002641	0	23	07:51	07:51	Ground ball pickup by REIN-M Dillon Thompson.	1	0	1-0	
4002641	0	24	07:37	07:37	Timeout by REIN-M.	1	0	1-0	
4002641	0	25	06:28	06:28	Turnover by REIN-M Dennis Bell.	1	0	1-0	
4002641	0	26	05:47	05:47		1	0	1-0	Shot by SU-M Jordan Getz, SAVE Austin Ambrose.
4002641	0	27	05:29	05:29	Clear attempt by REIN-M good.	1	0	1-0	
4002641	0	28	04:41	04:41	Turnover by REIN-M Chad Huffman.	1	0	1-0	
4002641	0	29	04:33	04:33		1	0	1-0	Ground ball pickup by SU-M Jordan Getz.
4002641	0	30	04:02	04:02		1	0	1-0	Shot by SU-M Zachery Dirkse, SAVE Austin Ambrose.
4002641	0	31	03:54	03:54	Clear attempt by REIN-M good.	1	0	1-0	
4002641	0	32	02:46	02:46	Shot by REIN-M Connor Mills WIDE.	1	0	1-0	
4002641	0	33	02:08	02:08		1	0	1-0	Turnover by SU-M Aswan Bland (caused by Clay Singletary).
4002641	0	34	02:05	02:05		1	0	1-0	Ground ball pickup by SU-M Andrew King.
4002641	0	35	01:55	01:55		1	0	1-0	Ground ball pickup by SU-M Jon Paul.
4002641	0	36	01:30	01:30		1	0	1-0	Shot by SU-M Jack Currier BLOCKED.
4002641	0	37	01:11	01:11		1	0	1-0	Ground ball pickup by SU-M Jack Currier.
4002641	0	38	01:03	01:03		1	0	1-0	Shot by SU-M Jordan Getz HIT POST.
4002641	0	39	00:34	00:34	Clear attempt by REIN-M good.	1	0	1-0	
4002641	0	40	00:26	00:26	Ground ball pickup by REIN-M Jarrad Hinds.	1	0	1-0	
4002641	0	41	00:20	00:20	GOAL by REIN-M Justin Wells.	2	0	2-0	
4002641	0	42	00:20	00:20		2	0	2-0	Faceoff Grant Sufferling vs Joshua Skinner won by SU-M, [00:20] Ground ball pickup by SU-M Joshua Skinner.
4002641	0	43	00:06	00:06		2	0	2-0	Ground ball pickup by SU-M Joshua Skinner.
4002641	0	44		End of 1st Quarter					
4002641	1	45	15:00	15:00	Faceoff Jarrad Hinds vs Brandon Lutes won by REIN-M (on faceoff violation).	2	0	2-0	
4002641	1	46	14:07	14:07	Turnover by REIN-M Jeff Mathis.	2	0	2-0	
4002641	1	47	13:38	13:38		2	0	2-0	Ground ball pickup by SU-M Tyler Kristiansen.
4002641	1	48	13:28	13:28		2	0	2-0	Turnover by SU-M Zachery Dirkse.
4002641	1	49	13:13	13:13		2	0	2-0	Turnover by SU-M Michael Santry (caused by Chad Huffman).
4002641	1	50	13:10	13:10		2	0	2-0	Ground ball pickup by SU-M Zachery Dirkse.
4002641	1	51	13:06	13:06		2	0	2-0	Shot by SU-M Matt Kristiansen HIGH.
4002641	1	52	12:51	12:51	Shot by REIN-M Dennis Bell, SAVE Garry Robinson.	2	0	2-0	
4002641	1	53	12:32	12:32		2	0	2-0	Clear attempt by SU-M good.
4002641	1	54	11:49	11:49		2	0	2-0	Shot by SU-M Tyler Kristiansen HIT POST.
4002641	1	55	11:41	11:41		2	1	2-1	GOAL by SU-M Matt Kristiansen.
4002641	1	56	11:41	11:41		2	1	2-1	Faceoff Jarrad Hinds vs Joshua Skinner won by SU-M, [11:41] Ground ball pickup by SU-M Joshua Skinner.
4002641	1	57	11:29	11:29		2	1	2-1	Turnover by SU-M Joshua Skinner (caused by Chad Huffman).
4002641	1	58	11:27	11:27	Ground ball pickup by REIN-M Chad Huffman.	2	1	2-1	
4002641	1	59	11:04	11:04	Clear attempt by REIN-M good.	2	1	2-1	
4002641	1	60	10:45	10:45	Shot by REIN-M Dennis Bell WIDE.	2	1	2-1	
4002641	1	61	10:17	10:17	Ground ball pickup by REIN-M Chad Huffman.	2	1	2-1	
4002641	1	62	10:07	10:07	Shot by REIN-M Jarrad Hinds, SAVE Garry Robinson.	2	1	2-1	
4002641	1	63	10:00	10:00	Ground ball pickup by REIN-M Chad Huffman.	2	1	2-1	
4002641	1	64	09:19	09:19	Shot by REIN-M Connor Mills WIDE.	2	1	2-1	
4002641	1	65	08:48	08:48	Shot by REIN-M Jarrad Hinds WIDE.	2	1	2-1	
4002641	1	66	08:43	08:43	Ground ball pickup by REIN-M Justin Wells.	2	1	2-1	
4002641	1	67	08:40	08:40	Ground ball pickup by REIN-M Connor Mills.	2	1	2-1	
4002641	1	68	08:24	08:24	Turnover by REIN-M Dennis Bell.	2	1	2-1	
4002641	1	69	08:02	08:02		2	1	2-1	Shot by SU-M Aswan Bland WIDE.
4002641	1	70	07:43	07:43		2	1	2-1	Turnover by SU-M Jordan Getz (caused by Kevon James).
4002641	1	71	07:35	07:35	Ground ball pickup by REIN-M Kevon James.	2	1	2-1	
4002641	1	72	07:32	07:32	Timeout by REIN-M.	2	1	2-1	
4002641	1	73	06:54	06:54	Turnover by REIN-M Kevon James (caused by Chris Woodard).	2	1	2-1	
